year,organization group,job,salaries,overtime,other salaries,retirement,health and dental,other benefits
2013,Community Health,Special Nurse,48701.7,0,4135.14,0,4491.39,4090.63
2013,Public Protection,EMT/Paramedic/Firefighter,135144.19,8410.68,16893,28729.53,15788.96,2726.59
2013,"Public Works, Transportation & Commerce","Manager VI, MTA",39338,0,0,6966.74,2870.72,4947.3
2013,"Public Works, Transportation & Commerce",School Crossing Guard,7600.05,0,0,0,0,600.41
2013,Community Health,IT Operations Support Admin IV,54840.11,0,1385.13,11713.18,5741.44,4484.72
2013,Community Health,Project Manager 1,63135.1,0,0,11181.18,6548.6,5040.32
2013,"Public Works, Transportation & Commerce",Assoc Engineer,10545,0,383.58,1935.44,1230.94,910.91
2013,"Public Works, Transportation & Commerce",Transit Planner III,99476.08,0,0,18114.55,12801.77,7856.92
2013,Community Health,Porter,55026,7816.1,5547.49,11345.46,12918.24,5598.42
2013,"Public Works, Transportation & Commerce",PS Aide To Prof,18947.58,0,0,4310.36,0,1406
2013,General Administration & Finance,Assessment Clerk,19893.01,0,0,3622.54,4677.58,1683.21
2013,Public Protection,Deputy Sheriff,91542.1,26911.92,9050,19695.93,12851.02,1747.87
2013,"Public Works, Transportation & Commerce",Parking Control Officer,59189.07,6388.64,1425.82,11721.38,12915.09,5512.59
2013,General Administration & Finance,Commissioner No Benefits,800,0,0,269.95,0,2380.95
2013,Community Health,Patient Care Assistant,65280.22,18394.96,7872.57,12976.64,12689.46,7279.74
2013,Public Protection,Deputy Probation Officer,92169.95,7682.67,199.41,16700.45,12801.79,1681.4
2013,Public Protection,Legal Assistant,29736,0,1240.24,1804.96,5741.44,2506.81
2013,"Public Works, Transportation & Commerce",Chemist I/II,92751.3,0,0,18248.88,12485.36,7647.77
2013,Public Protection,Police Officer,38826,0,283.5,6926.31,4306.08,0
2013,"Public Works, Transportation & Commerce",Watershed Worker (Seasonal),7915.2,0,0,0,2440.11,612.79
2013,Public Protection,Deputy Sheriff,91565.62,15442.61,13234.91,20519.99,12851.02,1998.95
2013,Culture & Recreation,Pool Lifeguard,8022.53,0,57.42,0,2917.32,625.55
2013,"Public Works, Transportation & Commerce",Parking Control Officer,56758.01,286.01,1144.71,10544.03,12801.79,4623.77
2013,Human Welfare & Neighborhood Development,Senior Eligibility Worker,72254.02,2761.66,1400,13412.36,12801.79,6304.07
2013,Community Health,Senior Physician Specialist,0,0,100000,0,0,7650
2013,Community Health,Unit Clerk,63855,0,1428.65,12788.78,12918.24,5313.6
2013,"Public Works, Transportation & Commerce",Parking Meter Repairer,68822,0,1225,12707.24,12801.78,5841.14
2013,"Public Works, Transportation & Commerce",Transit Operator,54536.76,5017.23,3247.63,13474.23,13931.47,4680.37
2013,Community Health,Physician Specialist,73279.5,0,4275,12977.82,6136.24,5638.42
2013,"Public Works, Transportation & Commerce",Automotive Service Worker,61646,44.46,12481.98,11225.75,12801.76,5017.15
2013,"Public Works, Transportation & Commerce",Transit Operator,64909.14,10651.85,1086.58,17819.67,13150.41,6025.8
2013,Community Health,Registered Nurse,119947.53,0,6958.33,27424.67,11487.67,9665.75
2013,"Public Works, Transportation & Commerce",Electrical Transit System Mech,79526.7,4133.2,12942.24,16018.37,12851.03,7899.89
2013,General Administration & Finance,EEO Senior Specialist,13431.8,0,0,2863.66,1913.81,1057.35
2013,"Public Works, Transportation & Commerce",Parking Control Officer,58907.38,1230.5,997.9,11768.5,12853.95,5041.46
2013,"Public Works, Transportation & Commerce",Transit Operator,5667.54,878.19,156.62,1488.51,1181.64,519.42
2013,"Public Works, Transportation & Commerce",Transit Operator,62774.3,2191.16,1311.56,17257.38,12717.9,5205.45
2013,Human Welfare & Neighborhood Development,Senior Eligibility Worker,72254.05,0,1460,13423.29,12801.79,5687.01
2013,"Public Works, Transportation & Commerce",Dep Dir V,210294.15,0,0,40287.12,12918.24,19359.7
2013,"Public Works, Transportation & Commerce","Track Maint Supt, Muni Railway",73834.17,0,18620,14082.25,9551.12,7252.66
2013,"Public Works, Transportation & Commerce",Police Officer 3,971.76,85.74,6.7,198.82,101.67,17.42
2013,General Administration & Finance,Automotive Mechanic Sprv 1,105328.59,0,11082.86,22583.16,12918.24,9417.31
2013,General Administration & Finance,Manager V,152284.01,0,0,26969.42,12801.79,14349.56
2013,Community Health,Special Nurse,32279.1,0,6045.45,3111.2,0,6654.8
2013,Community Health,Registered Nurse,89817.5,819.65,6332.1,20505.42,9486.42,8449.29
2013,Community Health,Eligibility Worker,52343.25,7029.6,125,10285.15,10331.61,4876.01
2013,Community Health,Special Nurse,31236.45,0,5206.13,2357.77,0,6521.27
2013,Community Health,Patient Care Assistant,53417.59,1004.48,1530.64,11267.91,12690.09,4513.92
2013,Community Health,Nursing Assistant,68137.7,43084.78,9531,14469.56,12870.39,9352.98
2013,Culture & Recreation,Recreation Leader,810,0,0,0,215.31,62.71
2013,Public Protection,Firefighter,103887.97,49210.76,16887.91,22532.41,15932.5,2829.48
2013,Community Health,Psychiatric Technician,71162,0,624,13072.28,12801.79,5782.36
2013,Public Protection,Incident Support Specialist,127392.1,53433.11,21161.94,28053.7,15788.96,3427.7
2013,Culture & Recreation,Recreation Leader,10374.89,0,4.09,0,4246.27,815.02
2013,General Administration & Finance,Deputy Court Clerk II,0,0,1230.09,0,0,0
2013,Community Health,Special Nurse,98845.65,0,5690.8,0,0,2143.99
2013,Public Protection,Police Officer 3,108513.55,18259.88,2616.11,20852.21,11327.38,2102.71
2013,Community Health,Patient Care Assistant,50097.05,9487.1,3886.66,9209.12,9738.1,5259.72
2013,General Administration & Finance,Auditor I,24134,0,0,5145.36,5262.99,1927.06
2013,Human Welfare & Neighborhood Development,Senior Administrative Analyst,83823.11,0,0,16571.22,12227.48,6760.12
2013,Culture & Recreation,Custodian,53192.12,891.62,2673.84,9889.9,12851.02,4728.13
2013,Public Protection,Deputy Court Clerk II,75564.85,0,622.35,13873.76,12767.93,6406.05
2013,General Administration & Finance,Junior Clerk,1873.94,436.18,0,0,607.03,178.85
2013,Community Health,Porter Supervisor 1,59328,5121.39,1688.21,11623.85,11482.88,5225.95
2013,Culture & Recreation,Recreation Leader,680.63,0,1.8,0,186.18,52.83
2013,Community Health,Porter,5243.75,0,0,0,1538.68,405.97
2013,Public Protection,Sergeant 3,138146.66,5862.57,20999.82,24609.48,12678.7,2751.53
2013,Community Health,Special Nurse,39426.27,0,1751.54,8188.2,0,26.21
2013,"Public Works, Transportation & Commerce",Transit Supervisor,16935.01,1536.85,11836.38,3134.76,2392.26,2406.72
2013,General Administration & Finance,IS Engineer-Senior,130038.09,0,0,24912.06,12918.25,9608.92
2013,"Public Works, Transportation & Commerce",IS Engineer-Senior,124669.32,0,0,22078.99,12801.78,9561.38
2013,Public Protection,"Lieutenant, Fire Suppression",135377.77,23709.4,26003.21,28780.62,13564.16,3145.52
2013,Culture & Recreation,Museum Sec Supv,66048,1538.38,2107.4,12141.3,12838.71,5576.99
2013,"Public Works, Transportation & Commerce",Senior Clerk,3831.8,0,0,0,1100.44,296.66
2013,"Public Works, Transportation & Commerce","Stationary Eng, Sewage Plant",50982.79,0,3927.62,10780.88,7611,4443.1
2013,"Public Works, Transportation & Commerce",Asst Engr,80225.11,0,0,14609.02,12801.82,6198.1
2013,"Public Works, Transportation & Commerce",Community Police Services Aide,0,25.11,0,0,0,1.95
2013,Community Health,Registered Nurse,138205,230.78,25814.99,35114.93,12900.27,5621.15
2013,"Public Works, Transportation & Commerce",Manager VIII,203952.52,0,0,39105.54,12918.24,18074.88
2013,Human Welfare & Neighborhood Development,Junior Management Assistant,64810.64,0,0,11801.99,12801.79,4946.36
2013,General Administration & Finance,Elections Worker,60879.94,1841.69,0,11964.05,12900.01,5179.82
2013,General Administration & Finance,Manager II,116049.08,0,0,22095.68,11961.34,16304.31
2013,"Public Works, Transportation & Commerce",Manager III,132518.13,0,0,23468.96,12801.79,14315.63
2013,Culture & Recreation,Recreation Leader,5819.46,0,141.57,0,2451.13,470.91
2013,Human Welfare & Neighborhood Development,Eligibility Worker,37156.72,93.47,62.81,7408.1,8915.62,2882.47
2013,Public Protection,EMT/Paramedic/Firefighter,133915.63,16061.66,11947.98,27634.12,15645.43,2699.28
2013,Human Welfare & Neighborhood Development,Clerk,52677.05,0,0,11911.73,12918.24,4148.14
2013,Community Health,PS Aide Health Services,2581.88,0,40,0,897.15,202.99
2013,Community Health,Physician Specialist,14123.02,0,0,2501.19,1126.31,1093.41
2013,General Administration & Finance,Benefits Technician,59133.4,0,0,10768.1,12801.79,4860.84
2013,Community Health,Medical Evaluations Assistant,22344,0,250,0,5741.44,1803.82
2013,Public Protection,Superior Court Judge,9827.56,0,248.4,0,12918.24,0
2013,General Administration & Finance,Legal Secretary 1,73864.75,0,622.68,13564.16,12774.59,6132.03
2013,"Public Works, Transportation & Commerce",Transit Operator,12806.66,2768.81,10006.83,4082.32,2670.1,1990.84
2013,"Public Works, Transportation & Commerce","Sr Stationary Eng, Sew Plant",103041.46,2027.88,7725.03,20170.55,12801.79,9124.89
2013,Culture & Recreation,Librarian 1,4206.51,0,42.3,835.3,0,335.66
2013,Public Protection,Manager VI,92294.01,0,115526.64,16345.27,6937.57,10292.78
2013,"Public Works, Transportation & Commerce",Sheet Metal Worker,43836,0,2025.6,8131.14,5741.44,3691.1
2013,Public Protection,EMT/Paramedic/Firefighter,49852.5,1071.15,6043.35,9746.08,5662.34,971.84
2013,"Public Works, Transportation & Commerce",Parking Control Officer,56758.01,4645.62,3233.95,10494.56,12801.78,4998.7
2013,"Public Works, Transportation & Commerce",Transit Fare Inspector,61779.29,4760.52,5832.14,17088.81,12305.29,6030.04
2013,"Public Works, Transportation & Commerce",Electrical Line Helper,24747,5803.92,0,5276.04,4306.11,2414.51
2013,Community Health,Psychiatric Social Worker,90693.15,165.91,2476.25,18298.96,12918.24,7711
2013,"Public Works, Transportation & Commerce",Public Svc Aide-Public Works,28787.69,8575.88,280.15,6560.12,11267.64,3093.33
2013,Public Protection,Police Officer 3,105723.78,0,6477.22,19869.07,11061.43,1906.44
2013,Human Welfare & Neighborhood Development,Senior Clerk Typist,57876.04,0,624,10652.97,12801.79,4884.85
2013,Community Health,IT Operations Support Admin II,7881,0,0,1680.24,1435.36,661.04
2013,Community Health,Nurse Practitioner,162302.9,1490.4,15920.67,28781.73,12064.33,10391.59
2013,Public Protection,Police Officer 3,118898.23,35751.87,15381.35,21201.99,12801.79,2855.92
2013,General Administration & Finance,Junior Clerk,2340.13,1260.07,249.24,0,780.11,298.02
2013,General Administration & Finance,Dept Head IV,228524.23,0,0,40471.7,12801.79,16779.95
2013,Human Welfare & Neighborhood Development,Public Svc Aide-Public Works,4327.13,0,60.65,0,1973.62,339.7
2013,Human Welfare & Neighborhood Development,Eligibility Worker,50847.01,0,1360,9506.84,12555.6,4267.03
2013,Public Protection,"Sergeant, (Police Department)",5307.02,0,41.89,980.29,478.45,96.57
2013,"Public Works, Transportation & Commerce",Transit Operator,68937.77,21872.88,5257.49,20058.11,13966.59,7469.49
2013,"Public Works, Transportation & Commerce",Electrician,33285.68,2854.33,0,0,4533.35,2797.96
2013,Public Protection,Police Officer,110727,2450.99,6981.49,21091.22,12918.24,1100.51
2013,Community Health,Health Worker 2,59805,11752.81,7736.24,12539.93,12918.24,6461.94
2013,"Public Works, Transportation & Commerce",Transit Operator,68199.48,8489.86,2417.59,19088.95,13817.02,6208.51
2013,Community Health,Special Nurse,35257.3,0,9512.1,1895.97,0,8742.9
2013,General Administration & Finance,Communications Systems Tech,105742,39017.8,11591.05,18727.01,12801.79,10943.63
2013,"Public Works, Transportation & Commerce",General Laborer,59878.01,1637.76,119.48,10925.57,12801.78,4917.34
2013,Community Health,Patient Care Assistant,20524.6,128.24,1833,0,6095.19,1740.85
2013,Human Welfare & Neighborhood Development,Senior Social Worker,77274.14,0,2268,15635.37,12918.24,6179.32
2013,General Administration & Finance,Junior Management Assistant,36820,0,0,7522.83,8372.93,2967.5
2013,Public Protection,Police Officer,90524.02,335.04,1182.35,15990.51,13047.97,4750.38
2013,Community Health,Special Nurse,13517.7,0,358.54,2163.45,0,2454.98
2013,"Public Works, Transportation & Commerce",Eng/Arch/Landscape Arch Sr,60276.63,0,0,0,0,4761.85
2013,"Public Works, Transportation & Commerce",Apprentice Stationary Engineer,73506.63,4538.4,0,14457.82,12918.24,6516.88
2013,Community Health,Senior Clerk,60869.25,0,1640,11346.45,12672.54,4906.05
2013,Human Welfare & Neighborhood Development,Program Specialist,4749.39,0,0,0,897.1,367.7
2013,"Public Works, Transportation & Commerce",Automotive Mechanic,75998.01,40967.68,8225.2,14973.96,12801.8,9777.89
2013,"Public Works, Transportation & Commerce",Payroll Clerk,67392,1201.07,2223.49,13369.66,12918.25,5599.93
2013,Community Health,Health Worker 3,3153.03,0,1797.43,0,756.55,383.27
2013,Community Health,Special Nurse,22549.83,0,212.87,0,1683.81,1762.3
2013,"Public Works, Transportation & Commerce","Sr Stationary Eng, Sew Plant",94025.57,0,7052,19943.16,12225.27,8435.52
2013,"Public Works, Transportation & Commerce",Custodial Supervisor,58316.2,0,7261.06,11358.31,11620.09,5221.81
2013,Public Protection,Police Officer 3,123471.01,610.93,3651.99,23519.65,12918.26,127.19
2013,Community Health,Licensed Vocational Nurse,70876.29,20286.16,3862.34,13119.64,12801.79,7348.07
2013,"Public Works, Transportation & Commerce",Traf Signal Electrician Sup I,100721.03,12456.19,5215.52,17837.68,11570.85,8965.56
2013,"Public Works, Transportation & Commerce",Architectural Assistant 1,67315.4,793.31,0,11530.83,12822.59,5494.25
2013,"Public Works, Transportation & Commerce",Electrician,91338.12,1482.06,2828,17120.33,12801.79,6695.39
2013,"Public Works, Transportation & Commerce",Custodian,55026,0,3742.28,12195.86,12918.24,4508.71
2013,Community Health,Porter,54618.4,0,8246.76,11794.48,12822.55,4890.46
2013,"Public Works, Transportation & Commerce",Transit Operator,63950.6,4984.67,1942.6,16864,13772.51,5458.98
2013,"Public Works, Transportation & Commerce",Manager I,24098.82,0,0,0,0,1903.81
2013,"Public Works, Transportation & Commerce",Transit Operator,65048.16,16461.93,1388.85,17006.77,13562.09,6266.53
2013,"Public Works, Transportation & Commerce",Transit Operator,40918.55,8509.45,2272.14,11366.11,8221.21,4063.34
2013,"Public Works, Transportation & Commerce",Transit Operator,67475.31,12244.34,1901.87,18717.42,13670.3,6418.73
2013,General Administration & Finance,Stationary Engineer,78949,15627.03,15388.72,16771.78,12713.82,8623.9
2013,General Administration & Finance,Elections Clerk,11575.4,1216.47,0,0,2966.42,995.95
2013,Community Health,Registered Nurse,114835.21,1510.44,16778.45,24540.78,12586.74,7898.62
2013,"Public Works, Transportation & Commerce","Sr Statnry Eng, Wtr Treat Plnt",90466.92,7235.37,13471.9,18600.81,12335.56,9023.57
2013,Public Protection,Assistant Counselor,59363.93,1067.01,10391.11,12292.3,12916.27,1318.25
2013,Public Protection,District Attry's Investigator,3292.05,0,0,0,0,260.07
2013,"Public Works, Transportation & Commerce",Transit Operator,67821,4390.94,507.11,18443.63,13740.35,5591.08
2013,Human Welfare & Neighborhood Development,Protective Services Worker,83328.02,0,5133.5,17409.37,12918.24,7212.06
2013,"Public Works, Transportation & Commerce",Payroll Clerk,48249,2134.26,968.17,4596.6,11004.43,4028.76
2013,Culture & Recreation,Public Service Trainee,2504.72,0,12.54,0,1423.4,194.89
2013,Public Protection,Court Reporter,74242.28,0,7518.21,16332.75,8181.56,6728.02
2013,"Public Works, Transportation & Commerce",Transit Operator,66054.87,10889.47,5259.39,18257.74,13771.95,6210.69
2013,Human Welfare & Neighborhood Development,Eligibility Worker Supervisor,35461.2,0,0,6457.49,5668.91,3027.21
2013,Public Protection,Fingerprint Technician 2,65448.01,1227.62,6891.26,13970.61,12918.24,5809.89
2013,Community Health,Eligibility Worker,63024,0,1056.97,11669.06,12801.79,5364.28
2013,Public Protection,Deputy Sheriff,91099.02,29732.73,9517.29,19522.21,12789.48,2097.78
2013,General Administration & Finance,Senior Personnel Analyst,100008.45,0,0,17711.44,12810.04,7686.17
2013,"Public Works, Transportation & Commerce",Transit Operator,38762.09,4054.09,4217.33,11039.64,7853.09,3550.7
2013,"Public Works, Transportation & Commerce",Custodian,55026,0,8250.72,11766.05,12918.24,4957.73
2013,Public Protection,Firefighter,115185.51,18229.49,17255.44,24490.24,15310.52,2234.15
2013,"Public Works, Transportation & Commerce",Statnry Eng Water Treat Plant,12760,281.12,7484.14,2509.5,1913.81,1645.82
2013,Community Health,Special Nurse,12175.45,0,962.78,0,0,223.34
2013,"Public Works, Transportation & Commerce",Transit Operator,47399.67,3979.12,352.03,12232.47,9882.49,4068.68
2013,Culture & Recreation,Custodian,50032.93,685.29,1789.53,9323.56,12087.84,4384.09
2013,Community Health,Nursing Assistant,49399.48,6883.75,4960.13,9552.72,9382.24,4875.48
2013,Community Health,Gardener,4900,0,0,0,1230.94,387.1
2013,"Public Works, Transportation & Commerce",Utility Plumber Supervisor 1,110789,14041.38,9664.9,22304.16,12918.3,9713.38
2013,Human Welfare & Neighborhood Development,Social Worker,62133.72,0,0,12225.91,12918.24,5038.69
2013,Community Health,Nurse Practitioner,88920.3,0,7065.94,18069.6,7033.26,7651.87
2013,Community Health,Physician Specialist,88405.29,0,3285,1136.78,7076.62,8215.16
2013,General Administration & Finance,Junior Clerk,2178.58,609.26,0,0,705.72,215.84
2013,"Public Works, Transportation & Commerce",IS Administrator 3,87233.01,0,4515.26,15885.09,12801.79,7473.29
2013,Human Welfare & Neighborhood Development,Public Svc Aide-Public Works,2896.22,0,0,0,1372.5,224.24
2013,Community Health,Senior Physician Specialist,172557.51,0,5350,30790.24,12481.74,13394.13
2013,"Public Works, Transportation & Commerce",Carpenter Supervisor 1,100126.05,13285.95,94,17732.27,12801.79,8965.68
2013,Culture & Recreation,Custodian,46648.6,231.14,2082.06,11056.33,12520.53,3884.35
